Longitude,Latitude,Time,anomaly
171.25E,81.25S,0000 16 Oct 2018,-7.506251
173.75E,81.25S,0000 16 Oct 2018,-7.306587
176.25E,81.25S,0000 16 Oct 2018,-8.166924
178.75E,81.25S,0000 16 Oct 2018,-9.280389
178.75W,81.25S,0000 16 Oct 2018,-8.985907
176.25W,81.25S,0000 16 Oct 2018,-8.980489
173.75W,81.25S,0000 16 Oct 2018,-9.4492
171.25W,81.25S,0000 16 Oct 2018,-9.451268
168.75W,81.25S,0000 16 Oct 2018,-9.135925
166.25W,81.25S,0000 16 Oct 2018,-10.54077
163.75W,81.25S,0000 16 Oct 2018,-13.72018
161.25W,81.25S,0000 16 Oct 2018,-16.29685
158.75W,81.25S,0000 16 Oct 2018,-17.0651
156.25W,81.25S,0000 16 Oct 2018,-16.56944
153.75W,81.25S,0000 16 Oct 2018,-3.904346
151.25W,81.25S,0000 16 Oct 2018,-38.87636
148.75W,81.25S,0000 16 Oct 2018,-41.40175
146.25W,81.25S,0000 16 Oct 2018,-46.4854
143.75W,81.25S,0000 16 Oct 2018,-48.26016
141.25W,81.25S,0000 16 Oct 2018,-49.0533
138.75W,81.25S,0000 16 Oct 2018,-50.24073
136.25W,81.25S,0000 16 Oct 2018,-50.95336
133.75W,81.25S,0000 16 Oct 2018,-50.27369
131.25W,81.25S,0000 16 Oct 2018,-50.81115
128.75W,81.25S,0000 16 Oct 2018,-51.19597
126.25W,81.25S,0000 16 Oct 2018,-50.28803
123.75W,81.25S,0000 16 Oct 2018,-50.10088
121.25W,81.25S,0000 16 Oct 2018,-50.18048
118.75W,81.25S,0000 16 Oct 2018,-49.54644
116.25W,81.25S,0000 16 Oct 2018,-50.17167
113.75W,81.25S,0000 16 Oct 2018,-50.1639
111.25W,81.25S,0000 16 Oct 2018,-50.04072
108.75W,81.25S,0000 16 Oct 2018,-49.72889
106.25W,81.25S,0000 16 Oct 2018,-49.07446
103.75W,81.25S,0000 16 Oct 2018,-48.10845
101.25W,81.25S,0000 16 Oct 2018,-46.07153
98.75W,81.25S,0000 16 Oct 2018,-43.86837
96.25W,81.25S,0000 16 Oct 2018,-41.49253
93.75W,81.25S,0000 16 Oct 2018,-38.73714
91.25W,81.25S,0000 16 Oct 2018,-35.62007
88.75W,81.25S,0000 16 Oct 2018,-32.68589
86.25W,81.25S,0000 16 Oct 2018,-30.45263
83.75W,81.25S,0000 16 Oct 2018,-28.47808
81.25W,81.25S,0000 16 Oct 2018,-27.30408
78.75W,81.25S,0000 16 Oct 2018,-26.73113
76.25W,81.25S,0000 16 Oct 2018,-12.69682
73.75W,81.25S,0000 16 Oct 2018,-11.26875
71.25W,81.25S,0000 16 Oct 2018,-9.779161
68.75W,81.25S,0000 16 Oct 2018,-9.50707
66.25W,81.25S,0000 16 Oct 2018,-8.872595
63.75W,81.25S,0000 16 Oct 2018,-8.694817
61.25W,81.25S,0000 16 Oct 2018,-7.982419
58.75W,81.25S,0000 16 Oct 2018,-7.482999
56.25W,81.25S,0000 16 Oct 2018,-25.11201
53.75W,81.25S,0000 16 Oct 2018,-24.99951
51.25W,81.25S,0000 16 Oct 2018,-24.9454
48.75W,81.25S,0000 16 Oct 2018,-25.54323
46.25W,81.25S,0000 16 Oct 2018,-23.6543
43.75W,81.25S,0000 16 Oct 2018,-22.24359
41.25W,81.25S,0000 16 Oct 2018,-22.74949
38.75W,81.25S,0000 16 Oct 2018,-21.16155
36.25W,81.25S,0000 16 Oct 2018,-20.19513
33.75W,81.25S,0000 16 Oct 2018,-19.76005
31.25W,81.25S,0000 16 Oct 2018,-19.39464
28.75W,81.25S,0000 16 Oct 2018,-18.41436
26.25W,81.25S,0000 16 Oct 2018,-17.99268
23.75W,81.25S,0000 16 Oct 2018,-17.19065
21.25W,81.25S,0000 16 Oct 2018,-16.8555
18.75W,81.25S,0000 16 Oct 2018,-16.37741
16.25W,81.25S,0000 16 Oct 2018,-15.73646
13.75W,81.25S,0000 16 Oct 2018,-14.71721
11.25W,81.25S,0000 16 Oct 2018,5.692028
8.75W,81.25S,0000 16 Oct 2018,7.525926
6.25W,81.25S,0000 16 Oct 2018,9.317352
3.75W,81.25S,0000 16 Oct 2018,8.283238
1.25W,81.25S,0000 16 Oct 2018,8.017655
1.25E,78.75S,0000 16 Oct 2018,9.326314
3.75E,78.75S,0000 16 Oct 2018,6.273496
6.25E,78.75S,0000 16 Oct 2018,5.71032
8.75E,78.75S,0000 16 Oct 2018,4.615094
11.25E,78.75S,0000 16 Oct 2018,4.412614
13.75E,78.75S,0000 16 Oct 2018,4.156271
16.25E,78.75S,0000 16 Oct 2018,4.161799
18.75E,78.75S,0000 16 Oct 2018,4.251199
21.25E,78.75S,0000 16 Oct 2018,3.778069
23.75E,78.75S,0000 16 Oct 2018,3.58988
26.25E,78.75S,0000 16 Oct 2018,3.902973
28.75E,78.75S,0000 16 Oct 2018,3.320621
31.25E,78.75S,0000 16 Oct 2018,3.836136
33.75E,78.75S,0000 16 Oct 2018,3.581381
36.25E,78.75S,0000 16 Oct 2018,2.988844
38.75E,78.75S,0000 16 Oct 2018,2.745705
41.25E,78.75S,0000 16 Oct 2018,2.346992
43.75E,78.75S,0000 16 Oct 2018,1.966885
46.25E,78.75S,0000 16 Oct 2018,2.015024
48.75E,78.75S,0000 16 Oct 2018,1.658088
51.25E,78.75S,0000 16 Oct 2018,1.711512
53.75E,78.75S,0000 16 Oct 2018,-0.4447427
56.25E,78.75S,0000 16 Oct 2018,-1.661843
58.75E,78.75S,0000 16 Oct 2018,-1.665509
61.25E,78.75S,0000 16 Oct 2018,-1.875959
63.75E,78.75S,0000 16 Oct 2018,-1.127048
66.25E,78.75S,0000 16 Oct 2018,-1.068805
68.75E,78.75S,0000 16 Oct 2018,-0.945802
71.25E,78.75S,0000 16 Oct 2018,-0.9350668
73.75E,78.75S,0000 16 Oct 2018,-0.8181596
76.25E,78.75S,0000 16 Oct 2018,-1.192503
78.75E,78.75S,0000 16 Oct 2018,-1.056289
81.25E,78.75S,0000 16 Oct 2018,-0.8956068
83.75E,78.75S,0000 16 Oct 2018,2.119931
86.25E,78.75S,0000 16 Oct 2018,2.189588
88.75E,78.75S,0000 16 Oct 2018,2.259863
91.25E,78.75S,0000 16 Oct 2018,2.328558
93.75E,78.75S,0000 16 Oct 2018,2.541044
96.25E,78.75S,0000 16 Oct 2018,2.74738
98.75E,78.75S,0000 16 Oct 2018,2.804333
101.25E,78.75S,0000 16 Oct 2018,2.569833
103.75E,78.75S,0000 16 Oct 2018,2.04368
106.25E,78.75S,0000 16 Oct 2018,1.842215
108.75E,78.75S,0000 16 Oct 2018,1.185308
111.25E,78.75S,0000 16 Oct 2018,0.0624653
113.75E,78.75S,0000 16 Oct 2018,-0.4540775
116.25E,78.75S,0000 16 Oct 2018,-1.039096
118.75E,78.75S,0000 16 Oct 2018,-1.793079
121.25E,78.75S,0000 16 Oct 2018,-2.769152
123.75E,78.75S,0000 16 Oct 2018,-3.30556
126.25E,78.75S,0000 16 Oct 2018,-3.414639
128.75E,78.75S,0000 16 Oct 2018,-3.597332
131.25E,78.75S,0000 16 Oct 2018,-4.52736
133.75E,78.75S,0000 16 Oct 2018,-5.441724
136.25E,78.75S,0000 16 Oct 2018,-6.559432
138.75E,78.75S,0000 16 Oct 2018,-2.918927
141.25E,78.75S,0000 16 Oct 2018,-2.661194
143.75E,78.75S,0000 16 Oct 2018,-7.908246
146.25E,78.75S,0000 16 Oct 2018,-8.597754
148.75E,78.75S,0000 16 Oct 2018,-8.947142
151.25E,78.75S,0000 16 Oct 2018,-9.370765
153.75E,78.75S,0000 16 Oct 2018,-9.917253
156.25E,78.75S,0000 16 Oct 2018,-10.09166
158.75E,78.75S,0000 16 Oct 2018,-10.39601
161.25E,78.75S,0000 16 Oct 2018,-10.75083
163.75E,78.75S,0000 16 Oct 2018,-10.86446
166.25E,78.75S,0000 16 Oct 2018,-10.9296
168.75E,78.75S,0000 16 Oct 2018,-10.5607
171.25E,78.75S,0000 16 Oct 2018,-7.454165
173.75E,78.75S,0000 16 Oct 2018,-8.063982
176.25E,78.75S,0000 16 Oct 2018,-7.307776
178.75E,78.75S,0000 16 Oct 2018,-6.590959
178.75W,78.75S,0000 16 Oct 2018,-5.936313
176.25W,78.75S,0000 16 Oct 2018,-5.577538
173.75W,78.75S,0000 16 Oct 2018,-5.862431
171.25W,78.75S,0000 16 Oct 2018,-5.944071
168.75W,78.75S,0000 16 Oct 2018,-6.591788
166.25W,78.75S,0000 16 Oct 2018,-7.874989
163.75W,78.75S,0000 16 Oct 2018,2.18774
161.25W,78.75S,0000 16 Oct 2018,3.140466
158.75W,78.75S,0000 16 Oct 2018,4.147867
156.25W,78.75S,0000 16 Oct 2018,4.655413
153.75W,78.75S,0000 16 Oct 2018,4.887897
151.25W,78.75S,0000 16 Oct 2018,2.864657
148.75W,78.75S,0000 16 Oct 2018,3.699926
146.25W,78.75S,0000 16 Oct 2018,3.732882
143.75W,78.75S,0000 16 Oct 2018,3.533389
141.25W,78.75S,0000 16 Oct 2018,3.183449
138.75W,78.75S,0000 16 Oct 2018,1.795996
136.25W,78.75S,0000 16 Oct 2018,1.021662
133.75W,78.75S,0000 16 Oct 2018,1.978202
131.25W,78.75S,0000 16 Oct 2018,3.58112
128.75W,78.75S,0000 16 Oct 2018,4.246567
126.25W,78.75S,0000 16 Oct 2018,4.209771
123.75W,78.75S,0000 16 Oct 2018,3.562133
121.25W,78.75S,0000 16 Oct 2018,7.415126
118.75W,78.75S,0000 16 Oct 2018,10.37419
116.25W,78.75S,0000 16 Oct 2018,12.24868
113.75W,78.75S,0000 16 Oct 2018,14.02176
111.25W,78.75S,0000 16 Oct 2018,14.23978
108.75W,78.75S,0000 16 Oct 2018,14.06262
106.25W,78.75S,0000 16 Oct 2018,12.2868
103.75W,78.75S,0000 16 Oct 2018,11.49105
101.25W,78.75S,0000 16 Oct 2018,11.20382
98.75W,78.75S,0000 16 Oct 2018,10.3135
96.25W,78.75S,0000 16 Oct 2018,8.567534
93.75W,78.75S,0000 16 Oct 2018,5.229308
91.25W,78.75S,0000 16 Oct 2018,0.99273
88.75W,78.75S,0000 16 Oct 2018,-3.649816
86.25W,78.75S,0000 16 Oct 2018,-8.053184
83.75W,78.75S,0000 16 Oct 2018,-9.749718
81.25W,78.75S,0000 16 Oct 2018,-9.501202
78.75W,78.75S,0000 16 Oct 2018,-8.909892
76.25W,78.75S,0000 16 Oct 2018,-8.51562
73.75W,78.75S,0000 16 Oct 2018,-6.160728
71.25W,78.75S,0000 16 Oct 2018,-4.564451
68.75W,78.75S,0000 16 Oct 2018,-5.460573
66.25W,78.75S,0000 16 Oct 2018,-5.573431
63.75W,78.75S,0000 16 Oct 2018,1.486804
61.25W,78.75S,0000 16 Oct 2018,1.568336
58.75W,78.75S,0000 16 Oct 2018,-6.097051
56.25W,78.75S,0000 16 Oct 2018,-26.97175
53.75W,78.75S,0000 16 Oct 2018,-26.49177
51.25W,78.75S,0000 16 Oct 2018,-26.13966
48.75W,78.75S,0000 16 Oct 2018,-25.43084
46.25W,78.75S,0000 16 Oct 2018,-24.71688
43.75W,78.75S,0000 16 Oct 2018,1.176437
41.25W,78.75S,0000 16 Oct 2018,0.8282069
38.75W,78.75S,0000 16 Oct 2018,0.008250177
36.25W,78.75S,0000 16 Oct 2018,-21.13365
33.75W,78.75S,0000 16 Oct 2018,-20.82304
31.25W,78.75S,0000 16 Oct 2018,-20.19284
28.75W,78.75S,0000 16 Oct 2018,-19.48985
26.25W,78.75S,0000 16 Oct 2018,-18.89572
23.75W,78.75S,0000 16 Oct 2018,-18.575
21.25W,78.75S,0000 16 Oct 2018,-17.75725
18.75W,78.75S,0000 16 Oct 2018,-16.98429
16.25W,78.75S,0000 16 Oct 2018,-15.8486
13.75W,78.75S,0000 16 Oct 2018,-14.95379
11.25W,78.75S,0000 16 Oct 2018,10.88369
8.75W,78.75S,0000 16 Oct 2018,10.42227
6.25W,78.75S,0000 16 Oct 2018,10.59315
3.75W,78.75S,0000 16 Oct 2018,10.4113
1.25W,78.75S,0000 16 Oct 2018,10.11319
1.25E,76.25S,0000 16 Oct 2018,-4.885983
3.75E,76.25S,0000 16 Oct 2018,-3.595956
6.25E,76.25S,0000 16 Oct 2018,1.38071
8.75E,76.25S,0000 16 Oct 2018,2.834709
11.25E,76.25S,0000 16 Oct 2018,4.044001
13.75E,76.25S,0000 16 Oct 2018,5.384418
16.25E,76.25S,0000 16 Oct 2018,6.294944
18.75E,76.25S,0000 16 Oct 2018,7.002172
21.25E,76.25S,0000 16 Oct 2018,7.047314
23.75E,76.25S,0000 16 Oct 2018,6.989605
26.25E,76.25S,0000 16 Oct 2018,7.521408
28.75E,76.25S,0000 16 Oct 2018,8.253337
31.25E,76.25S,0000 16 Oct 2018,8.261055
33.75E,76.25S,0000 16 Oct 2018,7.265442
36.25E,76.25S,0000 16 Oct 2018,6.960065
38.75E,76.25S,0000 16 Oct 2018,8.024493
41.25E,76.25S,0000 16 Oct 2018,8.289021
43.75E,76.25S,0000 16 Oct 2018,7.898758
46.25E,76.25S,0000 16 Oct 2018,6.969594
48.75E,76.25S,0000 16 Oct 2018,5.9031
51.25E,76.25S,0000 16 Oct 2018,3.909113
53.75E,76.25S,0000 16 Oct 2018,2.041909
56.25E,76.25S,0000 16 Oct 2018,1.094105
58.75E,76.25S,0000 16 Oct 2018,-0.9855987
61.25E,76.25S,0000 16 Oct 2018,-0.8281256
63.75E,76.25S,0000 16 Oct 2018,0.8398283
66.25E,76.25S,0000 16 Oct 2018,0.8031377
68.75E,76.25S,0000 16 Oct 2018,1.510084
71.25E,76.25S,0000 16 Oct 2018,1.881227
73.75E,76.25S,0000 16 Oct 2018,1.414633
76.25E,76.25S,0000 16 Oct 2018,1.727011
78.75E,76.25S,0000 16 Oct 2018,3.391529
81.25E,76.25S,0000 16 Oct 2018,3.37202
83.75E,76.25S,0000 16 Oct 2018,3.381026
86.25E,76.25S,0000 16 Oct 2018,0.1174615
88.75E,76.25S,0000 16 Oct 2018,0.2409477
91.25E,76.25S,0000 16 Oct 2018,0.5629041
93.75E,76.25S,0000 16 Oct 2018,0.756392
96.25E,76.25S,0000 16 Oct 2018,0.746344
98.75E,76.25S,0000 16 Oct 2018,0.8535326
101.25E,76.25S,0000 16 Oct 2018,0.7573482
103.75E,76.25S,0000 16 Oct 2018,0.7086108
106.25E,76.25S,0000 16 Oct 2018,-0.2153629
108.75E,76.25S,0000 16 Oct 2018,-0.8421975
111.25E,76.25S,0000 16 Oct 2018,-2.724181
113.75E,76.25S,0000 16 Oct 2018,-2.131823
116.25E,76.25S,0000 16 Oct 2018,-3.092999
118.75E,76.25S,0000 16 Oct 2018,-4.330118
121.25E,76.25S,0000 16 Oct 2018,-4.566656
123.75E,76.25S,0000 16 Oct 2018,-4.807204
126.25E,76.25S,0000 16 Oct 2018,-4.89369
128.75E,76.25S,0000 16 Oct 2018,-5.135753
131.25E,76.25S,0000 16 Oct 2018,-5.87735
133.75E,76.25S,0000 16 Oct 2018,-6.759523
136.25E,76.25S,0000 16 Oct 2018,-7.839404
138.75E,76.25S,0000 16 Oct 2018,-9.069978
141.25E,76.25S,0000 16 Oct 2018,-9.845187
143.75E,76.25S,0000 16 Oct 2018,-11.40323
146.25E,76.25S,0000 16 Oct 2018,-10.00753
148.75E,76.25S,0000 16 Oct 2018,-10.56162
151.25E,76.25S,0000 16 Oct 2018,-10.75762
153.75E,76.25S,0000 16 Oct 2018,-11.07013
156.25E,76.25S,0000 16 Oct 2018,-11.27699
158.75E,76.25S,0000 16 Oct 2018,-11.47838
161.25E,76.25S,0000 16 Oct 2018,-11.46087
163.75E,76.25S,0000 16 Oct 2018,-9.773219
166.25E,76.25S,0000 16 Oct 2018,-8.39446
168.75E,76.25S,0000 16 Oct 2018,-3.59986
171.25E,76.25S,0000 16 Oct 2018,-4.013026
173.75E,76.25S,0000 16 Oct 2018,-4.71016
176.25E,76.25S,0000 16 Oct 2018,-3.619897
178.75E,76.25S,0000 16 Oct 2018,-3.134663
178.75W,76.25S,0000 16 Oct 2018,-2.458417
176.25W,76.25S,0000 16 Oct 2018,-2.789698
173.75W,76.25S,0000 16 Oct 2018,-3.63803
171.25W,76.25S,0000 16 Oct 2018,-4.452877
168.75W,76.25S,0000 16 Oct 2018,-5.748302
166.25W,76.25S,0000 16 Oct 2018,-6.844821
163.75W,76.25S,0000 16 Oct 2018,-7.181693
161.25W,76.25S,0000 16 Oct 2018,-5.592064
158.75W,76.25S,0000 16 Oct 2018,-4.726348
156.25W,76.25S,0000 16 Oct 2018,4.493939
153.75W,76.25S,0000 16 Oct 2018,4.777209
151.25W,76.25S,0000 16 Oct 2018,-4.911732
148.75W,76.25S,0000 16 Oct 2018,-3.057403
146.25W,76.25S,0000 16 Oct 2018,-1.995205
143.75W,76.25S,0000 16 Oct 2018,14.09583
141.25W,76.25S,0000 16 Oct 2018,17.91955
138.75W,76.25S,0000 16 Oct 2018,17.80682
136.25W,76.25S,0000 16 Oct 2018,16.84996
133.75W,76.25S,0000 16 Oct 2018,15.48047
131.25W,76.25S,0000 16 Oct 2018,13.72422
128.75W,76.25S,0000 16 Oct 2018,12.69665
126.25W,76.25S,0000 16 Oct 2018,11.59191
123.75W,76.25S,0000 16 Oct 2018,11.53079
121.25W,76.25S,0000 16 Oct 2018,15.19565
118.75W,76.25S,0000 16 Oct 2018,18.95552
116.25W,76.25S,0000 16 Oct 2018,22.34017
113.75W,76.25S,0000 16 Oct 2018,25.80954
111.25W,76.25S,0000 16 Oct 2018,25.74893
108.75W,76.25S,0000 16 Oct 2018,25.4343
106.25W,76.25S,0000 16 Oct 2018,25.17506
103.75W,76.25S,0000 16 Oct 2018,25.10264
101.25W,76.25S,0000 16 Oct 2018,25.42476
98.75W,76.25S,0000 16 Oct 2018,24.34706
96.25W,76.25S,0000 16 Oct 2018,21.17742
93.75W,76.25S,0000 16 Oct 2018,17.24218
91.25W,76.25S,0000 16 Oct 2018,12.30344
88.75W,76.25S,0000 16 Oct 2018,7.074753
86.25W,76.25S,0000 16 Oct 2018,4.319216
83.75W,76.25S,0000 16 Oct 2018,3.706881
81.25W,76.25S,0000 16 Oct 2018,3.466294
78.75W,76.25S,0000 16 Oct 2018,2.059784
76.25W,76.25S,0000 16 Oct 2018,0.6281812
73.75W,76.25S,0000 16 Oct 2018,-2.319469
71.25W,76.25S,0000 16 Oct 2018,-4.690204
68.75W,76.25S,0000 16 Oct 2018,-6.832388
66.25W,76.25S,0000 16 Oct 2018,-6.635565
63.75W,76.25S,0000 16 Oct 2018,-5.189526
61.25W,76.25S,0000 16 Oct 2018,-2.980917
58.75W,76.25S,0000 16 Oct 2018,-2.341908
56.25W,76.25S,0000 16 Oct 2018,-2.024466
53.75W,76.25S,0000 16 Oct 2018,-1.271808
51.25W,76.25S,0000 16 Oct 2018,-0.4862523
48.75W,76.25S,0000 16 Oct 2018,-0.7943655
46.25W,76.25S,0000 16 Oct 2018,-1.903536
43.75W,76.25S,0000 16 Oct 2018,-3.358259
41.25W,76.25S,0000 16 Oct 2018,-5.113096
38.75W,76.25S,0000 16 Oct 2018,-5.595771
36.25W,76.25S,0000 16 Oct 2018,-5.356392
33.75W,76.25S,0000 16 Oct 2018,-4.823857
31.25W,76.25S,0000 16 Oct 2018,-21.15381
28.75W,76.25S,0000 16 Oct 2018,-21.17796
26.25W,76.25S,0000 16 Oct 2018,-20.88014
23.75W,76.25S,0000 16 Oct 2018,-20.10375
21.25W,76.25S,0000 16 Oct 2018,-18.69965
18.75W,76.25S,0000 16 Oct 2018,-17.25467
16.25W,76.25S,0000 16 Oct 2018,-15.72664
13.75W,76.25S,0000 16 Oct 2018,-14.92262
11.25W,76.25S,0000 16 Oct 2018,15.64745
8.75W,76.25S,0000 16 Oct 2018,-11.23594
6.25W,76.25S,0000 16 Oct 2018,-10.04884
3.75W,76.25S,0000 16 Oct 2018,-8.529455
1.25W,76.25S,0000 16 Oct 2018,-6.395206
1.25E,73.75S,0000 16 Oct 2018,-6.074494
3.75E,73.75S,0000 16 Oct 2018,-4.712833
6.25E,73.75S,0000 16 Oct 2018,-1.379247
8.75E,73.75S,0000 16 Oct 2018,2.5298
11.25E,73.75S,0000 16 Oct 2018,5.56745
13.75E,73.75S,0000 16 Oct 2018,7.133014
16.25E,73.75S,0000 16 Oct 2018,7.791752
18.75E,73.75S,0000 16 Oct 2018,7.761654
21.25E,73.75S,0000 16 Oct 2018,7.195076
23.75E,73.75S,0000 16 Oct 2018,6.299041
26.25E,73.75S,0000 16 Oct 2018,5.141111
28.75E,73.75S,0000 16 Oct 2018,11.21298
31.25E,73.75S,0000 16 Oct 2018,9.211143
33.75E,73.75S,0000 16 Oct 2018,8.502301
36.25E,73.75S,0000 16 Oct 2018,8.611102
38.75E,73.75S,0000 16 Oct 2018,9.232399
41.25E,73.75S,0000 16 Oct 2018,9.137676
43.75E,73.75S,0000 16 Oct 2018,8.245386
46.25E,73.75S,0000 16 Oct 2018,7.897838
48.75E,73.75S,0000 16 Oct 2018,8.258148
51.25E,73.75S,0000 16 Oct 2018,5.710349
53.75E,73.75S,0000 16 Oct 2018,3.984549
56.25E,73.75S,0000 16 Oct 2018,2.715064
58.75E,73.75S,0000 16 Oct 2018,-1.968502
61.25E,73.75S,0000 16 Oct 2018,-1.757675
63.75E,73.75S,0000 16 Oct 2018,-0.1557131
66.25E,73.75S,0000 16 Oct 2018,-8.55193
68.75E,73.75S,0000 16 Oct 2018,-7.180317
71.25E,73.75S,0000 16 Oct 2018,-4.705722
73.75E,73.75S,0000 16 Oct 2018,-3.811141
76.25E,73.75S,0000 16 Oct 2018,-2.963522
78.75E,73.75S,0000 16 Oct 2018,-2.216663
81.25E,73.75S,0000 16 Oct 2018,-1.355868
83.75E,73.75S,0000 16 Oct 2018,-0.01509699
86.25E,73.75S,0000 16 Oct 2018,1.562125
88.75E,73.75S,0000 16 Oct 2018,9.34772
91.25E,73.75S,0000 16 Oct 2018,9.656884
93.75E,73.75S,0000 16 Oct 2018,-2.435518
96.25E,73.75S,0000 16 Oct 2018,-2.798515
98.75E,73.75S,0000 16 Oct 2018,-2.225803
101.25E,73.75S,0000 16 Oct 2018,-2.679204
103.75E,73.75S,0000 16 Oct 2018,-2.94482
106.25E,73.75S,0000 16 Oct 2018,-2.999891
108.75E,73.75S,0000 16 Oct 2018,-2.640162
111.25E,73.75S,0000 16 Oct 2018,-3.826464
113.75E,73.75S,0000 16 Oct 2018,-4.896269
116.25E,73.75S,0000 16 Oct 2018,-5.329824
118.75E,73.75S,0000 16 Oct 2018,-5.995049
121.25E,73.75S,0000 16 Oct 2018,-7.24556
123.75E,73.75S,0000 16 Oct 2018,-7.532369
126.25E,73.75S,0000 16 Oct 2018,-8.042914
128.75E,73.75S,0000 16 Oct 2018,-8.57356
131.25E,73.75S,0000 16 Oct 2018,-9.664367
133.75E,73.75S,0000 16 Oct 2018,-10.48409
136.25E,73.75S,0000 16 Oct 2018,-11.85663
138.75E,73.75S,0000 16 Oct 2018,-12.55347
141.25E,73.75S,0000 16 Oct 2018,-13.23912
143.75E,73.75S,0000 16 Oct 2018,3.928353
146.25E,73.75S,0000 16 Oct 2018,4.50352
148.75E,73.75S,0000 16 Oct 2018,-14.61657
151.25E,73.75S,0000 16 Oct 2018,-12.77763
153.75E,73.75S,0000 16 Oct 2018,-12.92909
156.25E,73.75S,0000 16 Oct 2018,-12.9051
158.75E,73.75S,0000 16 Oct 2018,-13.14554
161.25E,73.75S,0000 16 Oct 2018,-13.05011
163.75E,73.75S,0000 16 Oct 2018,-13.30992
166.25E,73.75S,0000 16 Oct 2018,-13.54161
168.75E,73.75S,0000 16 Oct 2018,-13.98909
171.25E,73.75S,0000 16 Oct 2018,-9.29192
173.75E,73.75S,0000 16 Oct 2018,-6.359133
176.25E,73.75S,0000 16 Oct 2018,-4.339704
178.75E,73.75S,0000 16 Oct 2018,-3.308616
178.75W,73.75S,0000 16 Oct 2018,-2.869905
176.25W,73.75S,0000 16 Oct 2018,-3.171581
173.75W,73.75S,0000 16 Oct 2018,-3.917701
171.25W,73.75S,0000 16 Oct 2018,-5.039459
168.75W,73.75S,0000 16 Oct 2018,-6.238719
166.25W,73.75S,0000 16 Oct 2018,-6.839424
163.75W,73.75S,0000 16 Oct 2018,-6.37951
161.25W,73.75S,0000 16 Oct 2018,-5.254337
158.75W,73.75S,0000 16 Oct 2018,-5.435453
156.25W,73.75S,0000 16 Oct 2018,-6.684203
153.75W,73.75S,0000 16 Oct 2018,-7.879682
151.25W,73.75S,0000 16 Oct 2018,-8.329996
148.75W,73.75S,0000 16 Oct 2018,-5.77889
146.25W,73.75S,0000 16 Oct 2018,-6.429133
143.75W,73.75S,0000 16 Oct 2018,-4.386374
141.25W,73.75S,0000 16 Oct 2018,1.099936
138.75W,73.75S,0000 16 Oct 2018,3.592975
136.25W,73.75S,0000 16 Oct 2018,13.2867
133.75W,73.75S,0000 16 Oct 2018,11.28655
131.25W,73.75S,0000 16 Oct 2018,0.2266369
128.75W,73.75S,0000 16 Oct 2018,8.410147
126.25W,73.75S,0000 16 Oct 2018,9.179489
123.75W,73.75S,0000 16 Oct 2018,10.7657
121.25W,73.75S,0000 16 Oct 2018,13.12821
118.75W,73.75S,0000 16 Oct 2018,15.43806
116.25W,73.75S,0000 16 Oct 2018,19.00912
113.75W,73.75S,0000 16 Oct 2018,22.10962
111.25W,73.75S,0000 16 Oct 2018,10.43768
108.75W,73.75S,0000 16 Oct 2018,10.53552
106.25W,73.75S,0000 16 Oct 2018,11.98578
103.75W,73.75S,0000 16 Oct 2018,14.90726
101.25W,73.75S,0000 16 Oct 2018,30.21206
98.75W,73.75S,0000 16 Oct 2018,27.45309
96.25W,73.75S,0000 16 Oct 2018,23.06925
93.75W,73.75S,0000 16 Oct 2018,18.23263
91.25W,73.75S,0000 16 Oct 2018,14.7534
88.75W,73.75S,0000 16 Oct 2018,14.27444
86.25W,73.75S,0000 16 Oct 2018,14.74746
83.75W,73.75S,0000 16 Oct 2018,14.58806
81.25W,73.75S,0000 16 Oct 2018,13.57923
78.75W,73.75S,0000 16 Oct 2018,12.33154
76.25W,73.75S,0000 16 Oct 2018,9.578076
73.75W,73.75S,0000 16 Oct 2018,5.443967
71.25W,73.75S,0000 16 Oct 2018,-21.57917
68.75W,73.75S,0000 16 Oct 2018,-21.03112
66.25W,73.75S,0000 16 Oct 2018,-20.57139
63.75W,73.75S,0000 16 Oct 2018,-20.18384
61.25W,73.75S,0000 16 Oct 2018,-9.928446
58.75W,73.75S,0000 16 Oct 2018,-12.30628
56.25W,73.75S,0000 16 Oct 2018,-11.06549
53.75W,73.75S,0000 16 Oct 2018,-10.95339
51.25W,73.75S,0000 16 Oct 2018,-6.536404
48.75W,73.75S,0000 16 Oct 2018,-4.630572
46.25W,73.75S,0000 16 Oct 2018,-4.403307
43.75W,73.75S,0000 16 Oct 2018,-3.476137
41.25W,73.75S,0000 16 Oct 2018,-3.365907
38.75W,73.75S,0000 16 Oct 2018,-3.381552
36.25W,73.75S,0000 16 Oct 2018,-3.739168
33.75W,73.75S,0000 16 Oct 2018,-6.718416
31.25W,73.75S,0000 16 Oct 2018,-7.833477
28.75W,73.75S,0000 16 Oct 2018,-5.82512
26.25W,73.75S,0000 16 Oct 2018,-3.60605
23.75W,73.75S,0000 16 Oct 2018,-22.76091
21.25W,73.75S,0000 16 Oct 2018,-18.34066
18.75W,73.75S,0000 16 Oct 2018,-16.49302
16.25W,73.75S,0000 16 Oct 2018,6.529338
13.75W,73.75S,0000 16 Oct 2018,9.594549
11.25W,73.75S,0000 16 Oct 2018,-9.361099
8.75W,73.75S,0000 16 Oct 2018,-8.622188
